invoice_date,external_invoice_number,branch_code,invoice_type,channel,payment_method,line_number,sku,product_name,category,quantity,unit_price,discount_rate,net_sales,vat_rate,tax_amount,total_amount,currency
2025-01-04,3SC-RYD2-20250104-00080,3SC-RYD2,sale,in_store,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-04,3SC-RYD2-20250104-00080,3SC-RYD2,sale,in_store,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-04,3SC-RYD2-20250104-00080,3SC-RYD2,sale,in_store,cash,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-05,3SC-RYD-20250105-00081,3SC-RYD,sale,take_away,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.05,25.17,0.15,3.78,28.95,SAR
2025-01-05,3SC-RYD-20250105-00081,3SC-RYD,sale,take_away,card,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-05,3SC-RYD-20250105-00082,3SC-RYD,sale,in_store,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.1,23.85,0.15,3.58,27.43,SAR
2025-01-05,3SC-RYD-20250105-00083,3SC-RYD,sale,take_away,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-05,3SC-RYD-20250105-00083,3SC-RYD,sale,take_away,cash,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-05,3SC-RYD-20250105-00084,3SC-RYD,sale,delivery,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-05,3SC-RYD-20250105-00084,3SC-RYD,sale,delivery,cash,2,ESP-SGL,Single Espresso,Espresso,2,21.67,0.0,43.34,0.15,6.5,49.84,SAR
2025-01-05,3SC-RYD-20250105-00084,3SC-RYD,sale,delivery,cash,3,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.05,23.75,0.15,3.56,27.31,SAR
2025-01-05,3SC-RYD-20250105-00085,3SC-RYD,sale,in_store,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-05,3SC-RYD-20250105-00085,3SC-RYD,sale,in_store,card,2,ESP-DBL,Double Espresso,Espresso,2,24.5,0.1,44.1,0.15,6.62,50.72,SAR
2025-01-05,3SC-RYD-20250105-00086,3SC-RYD,sale,take_away,cash,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-05,3SC-RYD-20250105-00086,3SC-RYD,sale,take_away,cash,2,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.1,22.5,0.15,3.38,25.88,SAR
2025-01-05,3SC-RYD-20250105-00087,3SC-RYD,sale,delivery,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-05,3SC-RYD-20250105-00087,3SC-RYD,sale,delivery,cash,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-05,3SC-RYD-20250105-00088,3SC-RYD,sale,delivery,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.05,17.1,0.15,2.56,19.66,SAR
2025-01-05,3SC-RYD-20250105-00088,3SC-RYD,sale,delivery,cash,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-05,3SC-RYD-20250105-00088,3SC-RYD,sale,delivery,cash,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-05,3SC-RYD-20250105-00089,3SC-RYD,sale,delivery,card,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-05,3SC-RYD-20250105-00089,3SC-RYD,sale,delivery,card,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-05,3SC-RYD-20250105-00089,3SC-RYD,sale,delivery,card,3,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.0,50.0,0.15,7.5,57.5,SAR
2025-01-05,3SC-RYD-20250105-00090,3SC-RYD,sale,delivery,card,1,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.05,24.7,0.15,3.7,28.4,SAR
2025-01-05,3SC-RYD-20250105-00091,3SC-RYD,sale,delivery,cash,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-05,3SC-RYD-20250105-00091,3SC-RYD,sale,delivery,cash,2,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.1,45.0,0.15,6.75,51.75,SAR
2025-01-05,3SC-RYD-20250105-00092,3SC-RYD,sale,in_store,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-05,3SC-RYD-20250105-00092,3SC-RYD,sale,in_store,cash,2,ESP-DBL,Double Espresso,Espresso,2,24.5,0.1,44.1,0.15,6.62,50.72,SAR
2025-01-05,3SC-RYD-20250105-00093,3SC-RYD,sale,take_away,cash,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-05,3SC-RYD-20250105-00093,3SC-RYD,sale,take_away,cash,2,PST-CRS,Butter Croissant,Pastries,2,12.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-05,3SC-RYD-20250105-00093,3SC-RYD,sale,take_away,cash,3,LAT-LRG,Latte (Large),Espresso,2,26.5,0.0,53.0,0.15,7.95,60.95,SAR
2025-01-05,3SC-RYD-20250105-00094,3SC-RYD,sale,delivery,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-05,3SC-RYD-20250105-00094,3SC-RYD,sale,delivery,cash,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-05,3SC-RYD-20250105-00094,3SC-RYD,sale,delivery,cash,3,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-05,3SC-RYD2-20250105-00095,3SC-RYD2,sale,delivery,card,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.05,23.75,0.15,3.56,27.31,SAR
2025-01-05,3SC-RYD2-20250105-00095,3SC-RYD2,sale,delivery,card,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.1,23.85,0.15,3.58,27.43,SAR
2025-01-05,3SC-RYD2-20250105-00095,3SC-RYD2,sale,delivery,card,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-05,3SC-RYD2-20250105-00096,3SC-RYD2,sale,in_store,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-05,3SC-RYD2-20250105-00096,3SC-RYD2,sale,in_store,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-05,3SC-RYD2-20250105-00096,3SC-RYD2,sale,in_store,cash,3,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-05,3SC-RYD2-20250105-00097,3SC-RYD2,sale,in_store,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-05,3SC-RYD2-20250105-00097,3SC-RYD2,sale,in_store,cash,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.1,19.5,0.15,2.92,22.42,SAR
2025-01-05,3SC-RYD2-20250105-00098,3SC-RYD2,sale,in_store,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-05,3SC-RYD2-20250105-00098,3SC-RYD2,sale,in_store,card,2,ESP-DBL,Double Espresso,Espresso,2,24.5,0.0,49.0,0.15,7.35,56.35,SAR
2025-01-05,3SC-RYD2-20250105-00098,3SC-RYD2,sale,in_store,card,3,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.05,47.5,0.15,7.12,54.62,SAR
2025-01-05,3SC-RYD2-20250105-00099,3SC-RYD2,sale,delivery,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-05,3SC-RYD2-20250105-00099,3SC-RYD2,sale,delivery,cash,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.1,21.6,0.15,3.24,24.84,SAR
2025-01-05,3SC-RYD2-20250105-00099,3SC-RYD2,sale,delivery,cash,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-05,3SC-RYD2-20250105-00100,3SC-RYD2,sale,in_store,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-05,3SC-RYD2-20250105-00101,3SC-RYD2,sale,delivery,card,1,ESP-SGL,Single Espresso,Espresso,2,21.67,0.0,43.34,0.15,6.5,49.84,SAR
2025-01-05,3SC-RYD2-20250105-00101,3SC-RYD2,sale,delivery,card,2,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.1,22.5,0.15,3.38,25.88,SAR
2025-01-05,3SC-RYD2-20250105-00101,3SC-RYD2,sale,delivery,card,3,DRP-REG,Drip Coffee,Brewed,1,18.0,0.05,17.1,0.15,2.56,19.66,SAR
2025-01-05,3SC-RYD2-20250105-00102,3SC-RYD2,sale,delivery,cash,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-05,3SC-RYD2-20250105-00102,3SC-RYD2,sale,delivery,cash,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-05,3SC-RYD2-20250105-00103,3SC-RYD2,sale,delivery,cash,1,ESP-DBL,Double Espresso,Espresso,2,24.5,0.05,46.55,0.15,6.98,53.53,SAR
2025-01-05,3SC-RYD2-20250105-00103,3SC-RYD2,sale,delivery,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-05,3SC-RYD2-20250105-00104,3SC-RYD2,sale,take_away,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-05,3SC-RYD2-20250105-00105,3SC-RYD2,sale,delivery,cash,1,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.05,24.7,0.15,3.7,28.4,SAR
2025-01-05,3SC-RYD2-20250105-00106,3SC-RYD2,sale,in_store,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-05,3SC-RYD2-20250105-00106,3SC-RYD2,sale,in_store,cash,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.05,25.17,0.15,3.78,28.95,SAR
2025-01-05,3SC-RYD2-20250105-00107,3SC-RYD2,sale,delivery,card,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.05,20.59,0.15,3.09,23.68,SAR
2025-01-05,3SC-RYD2-20250105-00108,3SC-RYD2,sale,delivery,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-05,3SC-RYD2-20250105-00108,3SC-RYD2,sale,delivery,cash,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-05,3SC-RYD2-20250105-00109,3SC-RYD2,sale,take_away,cash,1,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.05,47.5,0.15,7.12,54.62,SAR
2025-01-06,3SC-RYD-20250106-00110,3SC-RYD,sale,in_store,cash,1,DRP-REG,Drip Coffee,Brewed,2,18.0,0.0,36.0,0.15,5.4,41.4,SAR
2025-01-06,3SC-RYD-20250106-00110,3SC-RYD,sale,in_store,cash,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.1,10.8,0.15,1.62,12.42,SAR
2025-01-06,3SC-RYD-20250106-00110,3SC-RYD,sale,in_store,cash,3,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-06,3SC-RYD-20250106-00111,3SC-RYD,sale,in_store,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.1,16.2,0.15,2.43,18.63,SAR
2025-01-06,3SC-RYD-20250106-00111,3SC-RYD,sale,in_store,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-06,3SC-RYD-20250106-00112,3SC-RYD,sale,take_away,card,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-06,3SC-RYD-20250106-00113,3SC-RYD,sale,delivery,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-06,3SC-RYD-20250106-00113,3SC-RYD,sale,delivery,card,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-06,3SC-RYD-20250106-00114,3SC-RYD,sale,take_away,cash,1,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.1,23.4,0.15,3.51,26.91,SAR
2025-01-06,3SC-RYD-20250106-00114,3SC-RYD,sale,take_away,cash,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.05,20.59,0.15,3.09,23.68,SAR
2025-01-06,3SC-RYD-20250106-00115,3SC-RYD,sale,in_store,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-06,3SC-RYD-20250106-00116,3SC-RYD,sale,delivery,card,1,CLD-BRW,Cold Brew,Brewed,2,24.0,0.1,43.2,0.15,6.48,49.68,SAR
2025-01-06,3SC-RYD-20250106-00116,3SC-RYD,sale,delivery,card,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-06,3SC-RYD-20250106-00117,3SC-RYD,sale,in_store,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.1,10.8,0.15,1.62,12.42,SAR
2025-01-06,3SC-RYD-20250106-00117,3SC-RYD,sale,in_store,card,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-06,3SC-RYD-20250106-00118,3SC-RYD,sale,in_store,card,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-06,3SC-RYD-20250106-00119,3SC-RYD,sale,take_away,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-06,3SC-RYD-20250106-00119,3SC-RYD,sale,take_away,cash,2,LAT-LRG,Latte (Large),Espresso,2,26.5,0.0,53.0,0.15,7.95,60.95,SAR
2025-01-06,3SC-RYD-20250106-00119,3SC-RYD,sale,take_away,cash,3,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-06,3SC-RYD-20250106-00120,3SC-RYD,sale,in_store,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-06,3SC-RYD-20250106-00120,3SC-RYD,sale,in_store,card,2,LAT-LRG,Latte (Large),Espresso,2,26.5,0.05,50.35,0.15,7.55,57.9,SAR
2025-01-06,3SC-RYD-20250106-00120,3SC-RYD,sale,in_store,card,3,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-06,3SC-RYD-20250106-00121,3SC-RYD,sale,in_store,card,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.1,22.5,0.15,3.38,25.88,SAR
2025-01-06,3SC-RYD-20250106-00121,3SC-RYD,sale,in_store,card,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-06,3SC-RYD-20250106-00122,3SC-RYD,sale,delivery,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-06,3SC-RYD-20250106-00122,3SC-RYD,sale,delivery,card,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-06,3SC-RYD-20250106-00122,3SC-RYD,sale,delivery,card,3,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-06,3SC-RYD-20250106-00123,3SC-RYD,sale,in_store,cash,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-06,3SC-RYD-20250106-00123,3SC-RYD,sale,in_store,cash,2,ESP-DBL,Double Espresso,Espresso,2,24.5,0.05,46.55,0.15,6.98,53.53,SAR
2025-01-06,3SC-RYD-20250106-00123,3SC-RYD,sale,in_store,cash,3,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.05,24.7,0.15,3.7,28.4,SAR
2025-01-06,3SC-RYD2-20250106-00124,3SC-RYD2,sale,in_store,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-06,3SC-RYD2-20250106-00124,3SC-RYD2,sale,in_store,cash,2,DRP-REG,Drip Coffee,Brewed,2,18.0,0.0,36.0,0.15,5.4,41.4,SAR
2025-01-06,3SC-RYD2-20250106-00125,3SC-RYD2,sale,take_away,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-06,3SC-RYD2-20250106-00125,3SC-RYD2,sale,take_away,cash,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-06,3SC-RYD2-20250106-00126,3SC-RYD2,sale,in_store,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-06,3SC-RYD2-20250106-00127,3SC-RYD2,sale,delivery,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-06,3SC-RYD2-20250106-00127,3SC-RYD2,sale,delivery,card,2,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-06,3SC-RYD2-20250106-00127,3SC-RYD2,sale,delivery,card,3,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-06,3SC-RYD2-20250106-00128,3SC-RYD2,sale,in_store,cash,1,DRP-REG,Drip Coffee,Brewed,2,18.0,0.1,32.4,0.15,4.86,37.26,SAR
2025-01-06,3SC-RYD2-20250106-00128,3SC-RYD2,sale,in_store,cash,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-06,3SC-RYD2-20250106-00129,3SC-RYD2,sale,take_away,cash,1,LAT-LRG,Latte (Large),Espresso,2,26.5,0.0,53.0,0.15,7.95,60.95,SAR
2025-01-06,3SC-RYD2-20250106-00129,3SC-RYD2,sale,take_away,cash,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-06,3SC-RYD2-20250106-00129,3SC-RYD2,sale,take_away,cash,3,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-06,3SC-RYD2-20250106-00130,3SC-RYD2,sale,in_store,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-06,3SC-RYD2-20250106-00130,3SC-RYD2,sale,in_store,cash,2,PST-CRS,Butter Croissant,Pastries,2,12.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-06,3SC-RYD2-20250106-00130,3SC-RYD2,sale,in_store,cash,3,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.1,22.5,0.15,3.38,25.88,SAR
2025-01-06,3SC-RYD2-20250106-00131,3SC-RYD2,sale,in_store,card,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-06,3SC-RYD2-20250106-00131,3SC-RYD2,sale,in_store,card,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-06,3SC-RYD2-20250106-00131,3SC-RYD2,sale,in_store,card,3,LAT-LRG,Latte (Large),Espresso,1,26.5,0.1,23.85,0.15,3.58,27.43,SAR
2025-01-06,3SC-RYD2-20250106-00132,3SC-RYD2,sale,in_store,card,1,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.05,47.5,0.15,7.12,54.62,SAR
2025-01-06,3SC-RYD2-20250106-00133,3SC-RYD2,sale,take_away,card,1,LAT-LRG,Latte (Large),Espresso,2,26.5,0.0,53.0,0.15,7.95,60.95,SAR
2025-01-06,3SC-RYD2-20250106-00133,3SC-RYD2,sale,take_away,card,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.1,16.2,0.15,2.43,18.63,SAR
2025-01-06,3SC-RYD2-20250106-00133,3SC-RYD2,sale,take_away,card,3,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.1,22.5,0.15,3.38,25.88,SAR
2025-01-06,3SC-RYD2-20250106-00134,3SC-RYD2,sale,in_store,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-06,3SC-RYD2-20250106-00134,3SC-RYD2,sale,in_store,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-06,3SC-RYD2-20250106-00134,3SC-RYD2,sale,in_store,cash,3,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-06,3SC-RYD2-20250106-00135,3SC-RYD2,sale,in_store,cash,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-06,3SC-RYD2-20250106-00135,3SC-RYD2,sale,in_store,cash,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.05,20.59,0.15,3.09,23.68,SAR
2025-01-06,3SC-RYD2-20250106-00135,3SC-RYD2,sale,in_store,cash,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-06,3SC-RYD2-20250106-00136,3SC-RYD2,sale,in_store,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-07,3SC-RYD-20250107-00137,3SC-RYD,sale,in_store,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-07,3SC-RYD-20250107-00137,3SC-RYD,sale,in_store,cash,2,PST-CRS,Butter Croissant,Pastries,2,12.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-07,3SC-RYD-20250107-00138,3SC-RYD,sale,in_store,card,1,ESP-DBL,Double Espresso,Espresso,2,24.5,0.1,44.1,0.15,6.62,50.72,SAR
2025-01-07,3SC-RYD-20250107-00139,3SC-RYD,sale,in_store,card,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-07,3SC-RYD-20250107-00139,3SC-RYD,sale,in_store,card,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.05,25.17,0.15,3.78,28.95,SAR
2025-01-07,3SC-RYD-20250107-00139,3SC-RYD,sale,in_store,card,3,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-07,3SC-RYD-20250107-00140,3SC-RYD,sale,delivery,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-07,3SC-RYD-20250107-00141,3SC-RYD,sale,delivery,cash,1,ESP-DBL,Double Espresso,Espresso,2,24.5,0.0,49.0,0.15,7.35,56.35,SAR
2025-01-07,3SC-RYD-20250107-00141,3SC-RYD,sale,delivery,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-07,3SC-RYD-20250107-00142,3SC-RYD,sale,delivery,cash,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.1,22.5,0.15,3.38,25.88,SAR
2025-01-07,3SC-RYD-20250107-00143,3SC-RYD,sale,delivery,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-07,3SC-RYD-20250107-00144,3SC-RYD,sale,delivery,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-07,3SC-RYD-20250107-00144,3SC-RYD,sale,delivery,card,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.1,23.85,0.15,3.58,27.43,SAR
2025-01-07,3SC-RYD-20250107-00144,3SC-RYD,sale,delivery,card,3,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-07,3SC-RYD-20250107-00145,3SC-RYD,sale,delivery,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-07,3SC-RYD-20250107-00146,3SC-RYD,sale,in_store,card,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-07,3SC-RYD-20250107-00147,3SC-RYD,sale,in_store,cash,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-07,3SC-RYD-20250107-00147,3SC-RYD,sale,in_store,cash,2,LAT-LRG,Latte (Large),Espresso,2,26.5,0.05,50.35,0.15,7.55,57.9,SAR
2025-01-07,3SC-RYD-20250107-00147,3SC-RYD,sale,in_store,cash,3,ESP-SGL,Single Espresso,Espresso,2,21.67,0.0,43.34,0.15,6.5,49.84,SAR
2025-01-07,3SC-RYD-20250107-00148,3SC-RYD,sale,delivery,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-07,3SC-RYD-20250107-00148,3SC-RYD,sale,delivery,card,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-07,3SC-RYD-20250107-00149,3SC-RYD,sale,in_store,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-07,3SC-RYD-20250107-00149,3SC-RYD,sale,in_store,card,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-07,3SC-RYD-20250107-00149,3SC-RYD,sale,in_store,card,3,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-07,3SC-RYD-20250107-00150,3SC-RYD,sale,delivery,cash,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
